PERMNO,date,TICKER,CUSIP,DISTCD,DIVAMT,FACPR,FACSHR,PRC,VOL,RET,SHROUT,CFACPR,CFACSHR,sprtrn
11850,20190815,XOM,30231G10,,,,,67.25000,12874373,-0.005913,4231094,1,1,0.002464
11850,20190816,XOM,30231G10,,,,,68.30000,12649037,0.015613,4231094,1,1,0.014426
11850,20190819,XOM,30231G10,,,,,69.45000,10032824,0.016837,4231094,1,1,0.012106
11850,20190820,XOM,30231G10,,,,,69.03000,9744252,-0.006047,4231094,1,1,-0.007915
11850,20190821,XOM,30231G10,,,,,69.72000,10134525,0.009996,4231094,1,1,0.008247
11850,20190822,XOM,30231G10,,,,,69.57000,8973175,-0.002151,4231094,1,1,-0.000506
11850,20190823,XOM,30231G10,,,,,67.49000,15373737,-0.029898,4231094,1,1,-0.025946
11850,20190826,XOM,30231G10,,,,,67.85000,7344634,0.005334,4231094,1,1,0.010983
11850,20190827,XOM,30231G10,,,,,67.19000,9494621,-0.009727,4231094,1,1,-0.003203
11850,20190828,XOM,30231G10,,,,,67.68000,9656818,0.007293,4231094,1,1,0.006545
11850,20190829,XOM,30231G10,,,,,68.43000,9004455,0.011082,4231094,1,1,0.012687
11850,20190830,XOM,30231G10,,,,,68.48000,9181055,0.000731,4231106,1,1,0.000643
11850,20190903,XOM,30231G10,,,,,68.56000,9849840,0.001168,4231106,1,1,-0.006899
11850,20190904,XOM,30231G10,,,,,69.29000,6973483,0.010648,4231106,1,1,0.010842
11850,20190905,XOM,30231G10,,,,,70.27000,9902285,0.014143,4231106,1,1,0.013010
11850,20190906,XOM,30231G10,,,,,70.93000,10418504,0.009392,4231106,1,1,0.000911
11850,20190909,XOM,30231G10,,,,,71.49000,12840418,0.007895,4231106,1,1,-0.000094
11850,20190910,XOM,30231G10,,,,,72.07000,13810789,0.008113,4231106,1,1,0.000322
11850,20190911,XOM,30231G10,,,,,71.93000,10525669,-0.001943,4231106,1,1,0.007230
11850,20190912,XOM,30231G10,,,,,71.98000,9100653,0.000695,4231106,1,1,0.002879
11850,20190913,XOM,30231G10,,,,,72.64000,7337194,0.009169,4231106,1,1,-0.000724
11850,20190916,XOM,30231G10,,,,,73.73000,19830182,0.015006,4231106,1,1,-0.003136
11850,20190917,XOM,30231G10,,,,,73.17000,14644957,-0.007595,4231106,1,1,0.002582
11850,20190918,XOM,30231G10,,,,,72.82000,7375224,-0.004783,4231106,1,1,0.000343
11850,20190919,XOM,30231G10,,,,,72.33000,8316785,-0.006729,4231106,1,1,0.000020
11850,20190920,XOM,30231G10,,,,,72.08000,19862816,-0.003456,4231106,1,1,-0.004896
11850,20190923,XOM,30231G10,,,,,72.13000,7808263,0.000694,4231106,1,1,-0.000097
11850,20190924,XOM,30231G10,,,,,71.14000,14306865,-0.013725,4231106,1,1,-0.008416
11850,20190925,XOM,30231G10,,,,,71.35000,8056587,0.002952,4231106,1,1,0.006159
11850,20190926,XOM,30231G10,,,,,70.97000,8443867,-0.005326,4231106,1,1,-0.002429
11850,20190927,XOM,30231G10,,,,,71.48000,8224747,0.007186,4231106,1,1,-0.005316
11850,20190930,XOM,30231G10,,,,,70.61000,10159343,-0.012171,4231106,1,1,0.005048
11850,20191001,XOM,30231G10,,,,,68.95000,11431460,-0.023509,4231106,1,1,-0.012258
11850,20191002,XOM,30231G10,,,,,67.15000,14635321,-0.026106,4231106,1,1,-0.017903
11850,20191003,XOM,30231G10,,,,,67.98000,12782931,0.012360,4231106,1,1,0.007972
11850,20191004,XOM,30231G10,,,,,68.97000,10589034,0.014563,4231106,1,1,0.014217
11850,20191007,XOM,30231G10,,,,,68.02000,11576036,-0.013774,4231106,1,1,-0.004478
11850,20191008,XOM,30231G10,,,,,66.70000,10349381,-0.019406,4231106,1,1,-0.015561
11850,20191009,XOM,30231G10,,,,,67.44000,8626168,0.011095,4231106,1,1,0.009105
11850,20191010,XOM,30231G10,,,,,68.25000,8447220,0.012011,4231106,1,1,0.006416
11850,20191011,XOM,30231G10,,,,,68.98000,10176021,0.010696,4231106,1,1,0.010939
11850,20191014,XOM,30231G10,,,,,69.18000,6864352,0.002899,4231106,1,1,-0.001387
11850,20191015,XOM,30231G10,,,,,69.42000,6655121,0.003469,4231106,1,1,0.009956
11850,20191016,XOM,30231G10,,,,,68.23000,9811267,-0.017142,4231106,1,1,-0.002000
11850,20191017,XOM,30231G10,,,,,68.14000,9931755,-0.001319,4231106,1,1,0.002763
11850,20191018,XOM,30231G10,,,,,67.61000,13473727,-0.007778,4231106,1,1,-0.003919
11850,20191021,XOM,30231G10,,,,,68.74000,10473346,0.016713,4231106,1,1,0.006872
11850,20191022,XOM,30231G10,,,,,69.09000,9503140,0.005092,4231106,1,1,-0.003569
11850,20191023,XOM,30231G10,,,,,69.75000,8722963,0.009553,4231106,1,1,0.002847
11850,20191024,XOM,30231G10,,,,,69.09000,9069090,-0.009462,4231106,1,1,0.001920
11850,20191025,XOM,30231G10,,,,,69.25000,7607192,0.002316,4231106,1,1,0.004073
11850,20191028,XOM,30231G10,,,,,68.64000,11209579,-0.008809,4231106,1,1,0.005581
11850,20191029,XOM,30231G10,,,,,68.44000,13894441,-0.002914,4231106,1,1,-0.000832
11850,20191030,XOM,30231G10,,,,,67.72000,12840564,-0.010520,4231106,1,1,0.003253
11850,20191031,XOM,30231G10,,,,,67.57000,16169055,-0.002215,4231106,1,1,-0.003023
11850,20191101,XOM,30231G10,,,,,69.60000,14108731,0.030043,4231106,1,1,0.009662
11850,20191104,XOM,30231G10,,,,,71.67000,15858154,0.029741,4231106,1,1,0.003704
11850,20191105,XOM,30231G10,,,,,73.09000,14930416,0.019813,4231106,1,1,-0.001186
11850,20191106,XOM,30231G10,,,,,71.49000,13996462,-0.021891,4231106,1,1,0.000703
11850,20191107,XOM,30231G10,,,,,73.01000,13073780,0.021262,4231106,1,1,0.002730
11850,20191108,XOM,30231G10,1232,0.87000,0.00000,0.00000,70.77000,12107599,-0.018765,4231106,1,1,0.002561
11850,20191111,XOM,30231G10,,,,,70.34000,8675982,-0.006076,4231106,1,1,-0.001962
11850,20191112,XOM,30231G10,,,,,69.37000,13918873,-0.013790,4231106,1,1,0.001565
11850,20191113,XOM,30231G10,,,,,68.80000,12042872,-0.008217,4231106,1,1,0.000712
11850,20191114,XOM,30231G10,,,,,68.50000,11281012,-0.004361,4231106,1,1,0.000837
11850,20191115,XOM,30231G10,,,,,69.19000,11253689,0.010073,4231106,1,1,0.007695
11850,20191118,XOM,30231G10,,,,,68.52000,10098937,-0.009684,4231106,1,1,0.000503
11850,20191119,XOM,30231G10,,,,,67.82000,12614042,-0.010216,4231106,1,1,-0.000593
11850,20191120,XOM,30231G10,,,,,68.03000,16931767,0.003096,4231106,1,1,-0.003756
11850,20191121,XOM,30231G10,,,,,69.67000,14080938,0.024107,4231106,1,1,-0.001583
11850,20191122,XOM,30231G10,,,,,69.37000,12143555,-0.004306,4231106,1,1,0.002175
11850,20191125,XOM,30231G10,,,,,68.91000,10671464,-0.006631,4231106,1,1,0.007507
11850,20191126,XOM,30231G10,,,,,68.74000,15461901,-0.002467,4231106,1,1,0.002196
11850,20191127,XOM,30231G10,,,,,68.70000,8396166,-0.000582,4231106,1,1,0.004174
11850,20191129,XOM,30231G10,,,,,68.13000,7980847,-0.008297,4231106,1,1,-0.004011
11850,20191202,XOM,30231G10,,,,,68.42000,11117997,0.004257,4231106,1,1,-0.008631
11850,20191203,XOM,30231G10,,,,,67.88000,12867766,-0.007892,4231106,1,1,-0.006638
11850,20191204,XOM,30231G10,,,,,68.65000,11051691,0.011344,4231106,1,1,0.006324
11850,20191205,XOM,30231G10,,,,,68.41000,13110776,-0.003496,4231106,1,1,0.001500
11850,20191206,XOM,30231G10,,,,,69.51000,13711715,0.016079,4231106,1,1,0.009136
11850,20191209,XOM,30231G10,,,,,69.66000,12406434,0.002158,4231106,1,1,-0.003163
11850,20191210,XOM,30231G10,,,,,69.06000,14283425,-0.008613,4231106,1,1,-0.001097
11850,20191211,XOM,30231G10,,,,,68.96000,13748805,-0.001448,4231106,1,1,0.002908
11850,20191212,XOM,30231G10,,,,,70.34000,17074900,0.020012,4231106,1,1,0.008575
11850,20191213,XOM,30231G10,,,,,69.23000,12276521,-0.015780,4231106,1,1,0.000073
11850,20191216,XOM,30231G10,,,,,70.00000,15209258,0.011122,4231106,1,1,0.007148
11850,20191217,XOM,30231G10,,,,,69.68000,14457719,-0.004571,4231106,1,1,0.000335
11850,20191218,XOM,30231G10,,,,,69.87000,13652308,0.002727,4231106,1,1,-0.000432
11850,20191219,XOM,30231G10,,,,,69.39000,13278703,-0.006870,4231106,1,1,0.004459
11850,20191220,XOM,30231G10,,,,,69.94000,35093469,0.007926,4231106,1,1,0.004945
11850,20191223,XOM,30231G10,,,,,70.29000,14173807,0.005004,4231106,1,1,0.000866
11850,20191224,XOM,30231G10,,,,,70.02000,3979442,-0.003841,4231106,1,1,-0.000195
11850,20191226,XOM,30231G10,,,,,70.13000,8842249,0.001571,4231106,1,1,0.005128
11850,20191227,XOM,30231G10,,,,,69.89000,10518520,-0.003422,4231106,1,1,0.000034
11850,20191230,XOM,30231G10,,,,,69.48000,12691254,-0.005866,4231106,1,1,-0.005781
11850,20191231,XOM,30231G10,,,,,69.78000,13158024,0.004318,4231106,1,1,0.002946
11850,20200102,XOM,30231G10,,,,,70.90000,12406912,0.016050,4231106,1,1,0.008379
11850,20200103,XOM,30231G10,,,,,70.33000,17390568,-0.008039,4231106,1,1,-0.007060
11850,20200106,XOM,30231G10,,,,,70.87000,20082493,0.007678,4231106,1,1,0.003533
11850,20200107,XOM,30231G10,,,,,70.29000,17496314,-0.008184,4231106,1,1,-0.002803
11850,20200108,XOM,30231G10,,,,,69.23000,15140731,-0.015080,4231106,1,1,0.004902
11850,20200109,XOM,30231G10,,,,,69.76000,14812442,0.007656,4231106,1,1,0.006655
11850,20200110,XOM,30231G10,,,,,69.14000,11997133,-0.008888,4231106,1,1,-0.002855
11850,20200113,XOM,30231G10,,,,,69.80000,9965210,0.009546,4231106,1,1,0.006976
11850,20200114,XOM,30231G10,,,,,69.20000,16267403,-0.008596,4231106,1,1,-0.001515
11850,20200115,XOM,30231G10,,,,,69.09000,11390257,-0.001590,4231106,1,1,0.001870
11850,20200116,XOM,30231G10,,,,,68.82000,13340349,-0.003908,4231106,1,1,0.008367
11850,20200117,XOM,30231G10,,,,,68.56000,18144097,-0.003778,4231106,1,1,0.003862
11850,20200121,XOM,30231G10,,,,,67.58000,17982599,-0.014294,4231106,1,1,-0.002652
11850,20200122,XOM,30231G10,,,,,67.19000,17033140,-0.005771,4231106,1,1,0.000289
11850,20200123,XOM,30231G10,,,,,66.77000,19605865,-0.006251,4231106,1,1,0.001141
11850,20200124,XOM,30231G10,,,,,66.32000,18238553,-0.006740,4231106,1,1,-0.009042
11850,20200127,XOM,30231G10,,,,,64.74000,21231010,-0.023824,4231106,1,1,-0.015731
11850,20200128,XOM,30231G10,,,,,64.65000,19664697,-0.001390,4231106,1,1,0.010054
11850,20200129,XOM,30231G10,,,,,64.11000,14229484,-0.008353,4231106,1,1,-0.000867
11850,20200130,XOM,30231G10,,,,,64.79000,18544663,0.010607,4231106,1,1,0.003134
11850,20200131,XOM,30231G10,,,,,62.12000,34282899,-0.041210,4234000,1,1,-0.017706
11850,20200203,XOM,30231G10,,,,,60.73000,27397306,-0.022376,4234000,1,1,0.007255
11850,20200204,XOM,30231G10,,,,,59.97000,31922057,-0.012514,4234000,1,1,0.014980
11850,20200205,XOM,30231G10,,,,,62.73000,32099203,0.046023,4234000,1,1,0.011251
11850,20200206,XOM,30231G10,,,,,61.88000,16055371,-0.013550,4234000,1,1,0.003326
11850,20200207,XOM,30231G10,,,,,61.47000,15112535,-0.006626,4234000,1,1,-0.005401
11850,20200210,XOM,30231G10,1232,0.87000,0.00000,0.00000,59.96000,20934456,-0.010412,4234000,1,1,0.007326
11850,20200211,XOM,30231G10,,,,,60.53000,14908715,0.009506,4234000,1,1,0.001688
11850,20200212,XOM,30231G10,,,,,61.27000,17862134,0.012225,4234000,1,1,0.006463
11850,20200213,XOM,30231G10,,,,,60.93000,16949364,-0.005549,4234000,1,1,-0.001630
11850,20200214,XOM,30231G10,,,,,60.65000,10855299,-0.004595,4234000,1,1,0.001844
11850,20200218,XOM,30231G10,,,,,59.88000,18954757,-0.012696,4234000,1,1,-0.002920
11850,20200219,XOM,30231G10,,,,,60.34000,12804907,0.007682,4234000,1,1,0.004706
11850,20200220,XOM,30231G10,,,,,59.86000,14817238,-0.007955,4234000,1,1,-0.003816
11850,20200221,XOM,30231G10,,,,,59.13000,20315705,-0.012195,4234000,1,1,-0.010518
