,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,primary_photo.href,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,tax_record,products
10,2022-04-25T16:16:42Z,,2404-National-Ave_Raleigh_NC_27610_M95145-16168,for_sale,2022-04-24T20:54:42Z,,"[{'name': 'homecoin.com', 'photo': None, 'type': 'Office'}]",[{'href': 'https://ap.rdcpix.com/7bb9388b6b0da1dd7ab7332005492681l-m841109942s-w1024_h768.jpg'}],,35000,False,9514516168,,,2942403318,,https://ap.rdcpix.com/7bb9388b6b0da1dd7ab7332005492681l-m841109942s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,A874FCD6307E54C056638A5F3EC985EA,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2021-02-03,33000.0,,,,10411.0,,0,,,,,,land,27610,North Carolina,-78.544714,35.746448,Raleigh,NC,2404 National Ave,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2404%20National%20Ave%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=nALDWGIOUI9bSS-ysISBjhAQL1I=,37183,Wake,"[{'listing_id': '2942403318', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
11,2022-04-25T14:50:09Z,"['community_clubhouse', 'community_outdoor_space', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story']",5050-Flint-Ridge-Pl_Raleigh_NC_27609_M53649-57884,for_sale,2022-04-22T11:06:34Z,,"[{'name': 'Be Home Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/7422bad7503d2590b4911ccf5380ad15l-m1302892536s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/7422bad7503d2590b4911ccf5380ad15l-m1617185085s-w1024_h768.jpg'}]",,145000,False,5364957884,,,2942339599,,https://ap.rdcpix.com/7422bad7503d2590b4911ccf5380ad15l-m1302892536s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,E1FA66D162B287BAFBC9FADBB6F04C30,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1972.0,,2010-11-22,38000.0,1.0,,,,821.0,1,condo,,,1.0,1.0,condos,27609,North Carolina,-78.624813,35.851912,Raleigh,NC,5050 Flint Ridge Pl Unit 5050,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5050%20Flint%20Ridge%20Pl%20Unit%205050%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=oMyLfPmGRAl2AM8mDUZMjI4Z4zo=,37183,Wake,"[{'listing_id': '2942339599', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '520709402', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
12,2022-04-20T11:44:05Z,['two_or_more_stories'],2806-Dillmark-Ct_Raleigh_NC_27610_M69442-99899,for_sale,2022-04-20T11:49:22Z,,"[{'name': 'Path Home, Inc.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/122de9eaba20c7affe6fe9c3097f67e5l-m262155156s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/122de9eaba20c7affe6fe9c3097f67e5l-m1679480398s-w1024_h768.jpg'}]",,149900,False,6944299899,,,2942249929,,https://ap.rdcpix.com/122de9eaba20c7affe6fe9c3097f67e5l-m262155156s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,D9D460E1BD4941D5100F83B4B8922338,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1985.0,,2019-08-02,80000.0,1.0,,1.0,1742.0,1092.0,2,townhouse,,,2.0,2.0,townhomes,27610,North Carolina,-78.606625,35.740176,Raleigh,NC,2806 Dillmark Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2806%20Dillmark%20Ct%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=QP5PbE5T2hJqV2kAKu1lwMWOA-w=,37183,Wake,"[{'listing_id': '2942249929', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2396088565', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '631790038', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
13,2022-04-20T16:52:46Z,"['central_air', 'forced_air', 'laundry_room', 'recreation_facilities', 'single_story', 'rental_property']",635-Pine-Ridge-Pl_Raleigh_NC_27609_M66382-10746,for_sale,2022-04-15T20:23:04Z,,"[{'name': 'Carolina Property Access, LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/8902c965a775aca769e4b52d5cb08837l-m277416106s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/8902c965a775aca769e4b52d5cb08837l-m1060019449s-w1024_h768.jpg'}]",,159900,False,6638210746,,,2942146948,,https://ap.rdcpix.com/8902c965a775aca769e4b52d5cb08837l-m277416106s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,A4F4B38BEBC9AB5A9DE12D6BE4E81F94,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1972.0,,2012-12-13,75000.0,2.0,,,,1159.0,2,condo,,,1.0,3.0,condos,27609,North Carolina,-78.624813,35.851912,Raleigh,NC,635 Pine Ridge Pl,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=635%20Pine%20Ridge%20Pl%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=otqUxVQHOQRrIyb4Utpx9LdiBmY=,37183,Wake,"[{'listing_id': '2942146948', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2936270585', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '579114126', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '560682842', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '516633918', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
14,2022-04-13T15:53:50Z,['corner_lot'],1116-Mark-St_Raleigh_NC_27601_M93309-72002,for_sale,2022-04-13T18:02:22Z,,"[{'name': 'Rich Realty Group', 'photo': None, 'type': 'Office'}]",[{'href': 'https://ap.rdcpix.com/6c7b72ebf8218695bf31f7c7f7a52704l-m2148246464s-w1024_h768.jpg'}],,195000,False,9330972002,,,2942061191,,https://ap.rdcpix.com/6c7b72ebf8218695bf31f7c7f7a52704l-m2148246464s-w1024_h768.jpg,[{'office_name': 'Rich Realty Group'}],TANC,,,mls,,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,,,,,,3049.0,,0,,,,,,land,27601,North Carolina,-78.638165,35.766803,Raleigh,NC,1116 Mark St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1116%20Mark%20St%2C%20Raleigh%2C%20NC%2027601&size=640x480&source=outdoor&signature=ojnvesGvMfRESNIja91dfNzfndk=,37183,Wake,"[{'listing_id': '2942061191', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
15,2022-04-22T04:51:32Z,,8513-Ray-Rd_Raleigh_NC_27613_M63774-42757,for_sale,2022-04-07T21:47:03Z,,"[{'name': 'Re/Max Performance', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/46ad8881e5f04461bf10bd9336293837l-m4134775643s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/46ad8881e5f04461bf10bd9336293837l-m211250912s-w1024_h768.jpg'}]",,135000,False,6377442757,,,2941898064,,https://ap.rdcpix.com/46ad8881e5f04461bf10bd9336293837l-m4134775643s-w1024_h768.jpg,"[{'office_name': None}, {'office_name': None}]",TANC,,,mls,8830FC2ECB88B0D00BDC25D4F9D8F7BF,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2006-04-19,55000.0,,,,23087.0,,0,,,,,,land,27613,North Carolina,-78.703201,35.897682,Raleigh,NC,8513 Ray Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8513%20Ray%20Rd%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=956jPE4GBeYXwvQu9uazPzeS5Ro=,37183,Wake,"[{'listing_id': '2941898064', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '556264970', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '500801258', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
16,2022-04-29T11:40:53Z,"['big_lot', 'shopping']",10328-Ten-Ten-Rd_Raleigh_NC_27603_M95083-17708,for_sale,2022-04-07T21:03:37Z,,"[{'name': 'HomeTowne Realty', 'photo': 'https://ap.rdcpix.com/1032786838/8cc3c7223cf65219160d7da235b958a5o-c0s.jpg', 'type': 'Office'}]",[{'href': 'https://ap.rdcpix.com/823f7aee5a148a2f380e412f843b1100l-m2845758520s-w1024_h768.jpg'}],,62500,False,9508317708,,,2937431453,,https://ap.rdcpix.com/823f7aee5a148a2f380e412f843b1100l-m2845758520s-w1024_h768.jpg,"[{'office_name': None}, {'office_name': None}]",TANC,,,mls,D9A7B2D9941015962E2192E97D7BCEBE,,,,,,,False,,True,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,,,,,,,,53143.0,,0,,,,,,land,27603,North Carolina,-78.632792,35.638674,Raleigh,NC,10328 Ten Ten Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10328%20Ten%20Ten%20Rd%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=kMWiTR2RWT-UtEb5_hKLmYUXMr0=,37183,Wake,"[{'listing_id': '2937431453', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
17,2022-04-15T21:24:28Z,"['central_air', 'community_outdoor_space', 'laundry_room', 'recreation_facilities', 'single_story']",1501-Creekwood-Ct-Unit-201_Raleigh_NC_27603_M55307-55102,for_sale,2022-04-07T20:26:28Z,,"[{'name': 'New Native Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/186af8f60a4a3db5c3c880b075b46103l-m2436153535s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/186af8f60a4a3db5c3c880b075b46103l-m1798675703s-w1024_h768.jpg'}]",,195000,False,5530755102,,,2941894081,,https://ap.rdcpix.com/186af8f60a4a3db5c3c880b075b46103l-m2436153535s-w1024_h768.jpg,[{'office_name': 'New Native Realty'}],TANC,,,mls,20B5CDCE6671182A4C20DD9C0ECACB26,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1987.0,,2014-05-30,64000.0,2.0,,,,877.0,2,condo,,,1.0,2.0,condos,27603,North Carolina,-78.664793,35.752483,Raleigh,NC,1501 Creekwood Ct Unit 201,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1501%20Creekwood%20Ct%20Unit%20201%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=TwHe2fPKbuTn-nN3hXONbvdzgrI=,37183,Wake,"[{'listing_id': '2941894081', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '578176974', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
18,2022-04-05T20:26:22Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'disability_features', 'forced_air', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'updated_kitchen', 'tennis_court', 'tennis', 'shopping']",514-Pine-Ridge-Pl_Raleigh_NC_27609_M53709-20435,for_sale,2022-04-04T13:40:08Z,,"[{'name': 'DASH Carolina', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/13d46c52f9d65c50359f5f4d28ad990fl-m340243958s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/13d46c52f9d65c50359f5f4d28ad990fl-m521949996s-w1024_h768.jpg'}]",,161000,False,5370920435,,,2941760938,,https://ap.rdcpix.com/13d46c52f9d65c50359f5f4d28ad990fl-m340243958s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,DB9D56AF4089E6CDF465B791331D8632,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1972.0,,2019-08-16,83000.0,1.0,,1.0,,1005.0,2,condo,,,1.0,2.0,condos,27609,North Carolina,-78.624813,35.851912,Raleigh,NC,514 Pine Ridge Pl,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=514%20Pine%20Ridge%20Pl%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=Z2UnPFe58xxJXuhe1G_90HVTLc0=,37183,Wake,"[{'listing_id': '2941760938', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '557005674', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '528760678', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
19,2022-03-30T15:55:53Z,,17-Saint-Augustine-Ave_Raleigh_NC_27610_M52194-28081,for_sale,2022-03-31T09:45:15Z,,"[{'name': 'beycome.com', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/df47886f0b9ad04fb5961f41c837cd05l-m2535256827s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/df47886f0b9ad04fb5961f41c837cd05l-m2181267098s-w1024_h768.jpg'}]",,169000,False,5219428081,,,2941637260,,https://ap.rdcpix.com/df47886f0b9ad04fb5961f41c837cd05l-m2535256827s-w1024_h768.jpg,[{'office_name': 'Beycome Brokerage Realty LLC'}],TANC,,,mls,7A1976182AC8DCA45C504CF7EBC5038D,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2019-03-08,56000.0,,,,1786.0,,0,,,,,,land,27610,North Carolina,-78.61909,35.780838,Raleigh,NC,17 St Augustine Ave,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=17%20St%20Augustine%20Ave%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=4cD5VZY7GPRlkF4DtgWqig_-fKA=,37183,Wake,"[{'listing_id': '2941637260', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '650142318', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '649512134', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '638228178', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '500800114', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
20,2022-03-29T17:10:38Z,['wooded_land'],3915-Rock-Quarry-Rd_Raleigh_NC_27610_M96010-79264,for_sale,2022-03-29T17:18:07Z,,"[{'name': 'Listing Sling', 'photo': None, 'type': 'Office'}]",[{'href': 'https://ap.rdcpix.com/860a10710b3b8477e500d3ceff2880c3l-m1496440265s-w1024_h768.jpg'}],,200000,False,9601079264,,,2941579885,,https://ap.rdcpix.com/860a10710b3b8477e500d3ceff2880c3l-m1496440265s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,2565389C4F9ECA079D59A7A663473DD2,,,,,,,False,,,True,False,False,co_broke,,,,,2021-05-10,125000.0,,,,39204.0,,0,,,,,,land,27610,North Carolina,-78.581497,35.745376,Raleigh,NC,3915 Rock Quarry Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3915%20Rock%20Quarry%20Rd%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=luENQ9uAcATxwwUp0jzMftoVPi0=,37183,Wake,"[{'listing_id': '2941579885', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
21,2022-04-13T14:13:04Z,"['big_lot', 'investment_opportunity']",5820-Donnybrook-Dr_Raleigh_NC_27606_M92047-55224,for_sale,2022-03-18T15:21:54Z,,"[{'name': 'Celadore Capital', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/131632a7f9485a999378edebd0f45610l-m2662032470s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/131632a7f9485a999378edebd0f45610l-m1436503238s-w1024_h768.jpg'}]",,62999,False,9204755224,,,2941280471,2000.0,https://ap.rdcpix.com/131632a7f9485a999378edebd0f45610l-m2662032470s-w1024_h768.jpg,[{'office_name': 'Celadore Capital'}],STNY,,,mls,3D7EC92E203BF4BD36CC4AB73757CA42,,,,False,True,,False,,,True,False,False,co_broke,,,,,,,,,,40946.0,,0,,,,,,land,27606,North Carolina,-78.713423,35.708645,Raleigh,NC,5820 Donnybrook Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5820%20Donnybrook%20Dr%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=ocil4EemqjJjDAl8xTTR9XJ3rlU=,37183,Wake,"[{'listing_id': '2941280471', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
22,2022-03-14T23:57:09Z,"['central_air', 'community_outdoor_space', 'family_room', 'laundry_room', 'recreation_facilities', 'single_story']",1331-Park-Glen-Dr-Apt-204_Raleigh_NC_27610_M60360-81649,for_sale,2022-03-06T11:42:05Z,,"[{'name': 'Barton Estate Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/850fa8c2e8ecd64fad09b7794d3232cfl-m1850642465s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/850fa8c2e8ecd64fad09b7794d3232cfl-m2616642487s-w1024_h768.jpg'}]",,145000,False,6036081649,,,2940927310,,https://ap.rdcpix.com/850fa8c2e8ecd64fad09b7794d3232cfl-m1850642465s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,A4FF81CD6E6938CD9C75FC73B6F5F7BD,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1986.0,,2005-08-04,37000.0,2.0,,,,1012.0,2,condo,,,1.0,2.0,condos,27610,North Carolina,-78.609652,35.799482,Raleigh,NC,1331 Park Glen Dr Apt 204,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1331%20Park%20Glen%20Dr%20Apt%20204%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=R-qnw4-XK78S1YygIdHCxHUhIz4=,37183,Wake,"[{'listing_id': '2940927310', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
23,2022-04-19T00:33:50Z,"['central_air', 'forced_air', 'single_story', 'no_hoa', 'big_lot']",5209-Durham-Rd_Raleigh_NC_27613_M50168-04928,for_sale,2022-02-28T14:37:32Z,,"[{'name': 'Flat Fee Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/ef22de9e5d788caa5df002c1bc31d93fl-m2387112734s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/ef22de9e5d788caa5df002c1bc31d93fl-m1194065501s-w1024_h768.jpg'}]",,99000,False,5016804928,,,2938939679,50000.0,https://ap.rdcpix.com/ef22de9e5d788caa5df002c1bc31d93fl-m2387112734s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,7683273E8A269B413819EFF27C84F13E,,,,True,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1901.0,,,,1.0,,1.0,16117.0,1582.0,2,,,,1.0,2.0,single_family,27613,North Carolina,-78.704261,35.985754,Raleigh,NC,5209 Durham Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5209%20Durham%20Rd%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=23VCVR0BcN0BVU-lGgTiQ0RLA_A=,37183,Wake,"[{'listing_id': '2938939679', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
24,2022-03-27T02:55:17Z,"['central_air', 'community_tennis_court', 'corner_lot', 'forced_air', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'water_view', 'single_story', 'community_swimming_pool', 'waterfront', 'tennis', 'views']",663-Pine-Ridge-Pl_Raleigh_NC_27609_M58113-90761,for_sale,2022-02-25T15:15:16Z,,"[{'name': 'Fonville Morisey/Stonehenge Sales Office', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/59a92095dd0dec168eefe54e49a06e8cl-m1988959432s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/59a92095dd0dec168eefe54e49a06e8cl-m2413667314s-w1024_h768.jpg'}]",,150000,False,5811390761,,,2940627205,,https://ap.rdcpix.com/59a92095dd0dec168eefe54e49a06e8cl-m1988959432s-w1024_h768.jpg,[{'office_name': 'Fonville Morisey/Stonehenge Sales Office'}],TANC,,,mls,1F7F33FEC8ED35E182D0987CEB916BDB,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1972.0,,1999-07-29,69000.0,2.0,,,,990.0,2,condo,,,1.0,2.0,condos,27609,North Carolina,-78.624813,35.851912,Raleigh,NC,663 Pine Ridge Pl Unit 663,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=663%20Pine%20Ridge%20Pl%20Unit%20663%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=mytqhEhWSwSAp47sa_KW0nhs6Us=,37183,Wake,"[{'listing_id': '2940627205', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '574697026', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
25,2022-03-31T16:15:55Z,"['big_lot', 'park', 'medicalcare', 'shopping']",602-Woodland-Rd_Raleigh_NC_27603_M96432-21854,for_sale,2022-02-04T05:11:08Z,,"[{'name': 'CHK Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/7ea0a0ea000862e073133f83379767b9l-m1249542963s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/7ea0a0ea000862e073133f83379767b9l-m3940451332s-w1024_h768.jpg'}]",,59000,False,9643221854,,,2939812357,,https://ap.rdcpix.com/7ea0a0ea000862e073133f83379767b9l-m1249542963s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,B638315EE95F981F88928DBCB0A7FA49,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2018-05-07,137500.0,,,,16117.0,,0,,,,,,land,27603,North Carolina,-78.645115,35.701417,Raleigh,NC,602 Woodland Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=602%20Woodland%20Rd%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=HyR9h7q6IwPh0QUq7HukgzY1DSE=,37183,Wake,"[{'listing_id': '2939812357', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
26,2022-04-01T17:37:22Z,"['central_air', 'single_story']",10518-Robinson-Ave_Raleigh_NC_27603_M60486-71760,for_sale,2022-01-16T06:22:03Z,,"[{'name': 'Monarch Realty Co.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/5380070d4bcbdb495bc3e202f0ed9f87l-m262831151s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/5380070d4bcbdb495bc3e202f0ed9f87l-m4079985908s-w1024_h768.jpg'}]",,179990,False,6048671760,,,2939059649,20010.0,https://ap.rdcpix.com/5380070d4bcbdb495bc3e202f0ed9f87l-m262831151s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,4FE3BE58DA0839ABFB115F29BFC2BFA3,,,,False,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1965.0,,2016-07-12,33000.0,1.0,,,5227.0,840.0,1,,,,1.0,2.0,single_family,27603,North Carolina,-78.677164,35.625443,Raleigh,NC,10518 Robinson Ave,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10518%20Robinson%20Ave%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=h3MnQOdNZnCS31AGq1eubFe44Dw=,37183,Wake,"[{'listing_id': '2939059649', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
27,2022-05-06T15:18:33Z,['big_lot'],Bethlehem-Rd_Raleigh_NC_27610_M90407-10158,for_sale,2021-12-17T22:25:50Z,,"[{'name': 'Keller Williams Preferred Realty - Brier Creek', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/a3da9b3977883cae67f8f57e01dbdc2dl-m3949902716s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/a3da9b3977883cae67f8f57e01dbdc2dl-m585310633s-w1024_h768.jpg'}]",,100000,False,9040710158,,,2938216294,,https://ap.rdcpix.com/a3da9b3977883cae67f8f57e01dbdc2dl-m3949902716s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,,,,,,47916.0,,0,,,,,,land,27610,North Carolina,-78.4845629,35.742072703,Raleigh,NC,Bethlehem Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=Bethlehem%20Rd%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=quZhs1wDpAeiQVQ1u6PDcS3M4MI=,37183,Wake,"[{'listing_id': '2938216294', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
