,dateSold,propertyType,lotAreaValue,address,daysOnZillow,price,listingDateTime,longitude,latitude,contingentListingType,listingStatus,zpid,imgSrc,livingArea,bathrooms,lotAreaUnit,country,currency,bedrooms,hasImage,listingSubType.is_newHome
0,,SINGLE_FAMILY,,"Available Soon Plan, Oaks at Kenneth Creek",-1,0,,-78.72772,35.75854,,FOR_SALE,2065479801,https://photos.zillowstatic.com/fp/d4e7779767f71698da4f02eb856e7e15-p_e.jpg,,0,,USA,USD,,True,True
