,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,primary_photo.href,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,primary_photo,tax_record,products
30,2022-04-08T15:48:27Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gourmet_kitchen', 'theater_room']",928-Oak-Creek-Rd_Raleigh_NC_27615_M62983-30646,for_sale,2022-03-29T17:33:30Z,,"[{'name': ""Hodge & Kittrell Sotheby's International Realty"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/63e9818d1e0864cf5c4308530c82eadcl-b3956673830s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/63e9818d1e0864cf5c4308530c82eadcl-b2939355695s-w1024_h768.jpg'}]",,1895000,False,6298330646,,"[{'type': None, 'href': 'https://listings.lighthousevisuals.com/v2/928-oak-creek-rd-raleigh-nc-27615-1708938/unbranded'}]",2941580435,,https://ap.rdcpix.com/63e9818d1e0864cf5c4308530c82eadcl-b3956673830s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,AAD1169A5D0ABB60D168AFC3164F1E85,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2005.0,,2013-01-04,790000.0,4.0,,2.0,63598.0,6265.0,6.0,,,3.0,2.0,4.0,single_family,27615,North Carolina,-78.618959,35.900889,Raleigh,NC,928 Oak Creek Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=928%20Oak%20Creek%20Rd%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=dqCHjhur0JJqVFSWdb3enyJb0lY=,37183,Wake,"[{'listing_id': '2941580435', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '552429794', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '549486446', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '525168322', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '520452222', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '512070346', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,
31,2022-04-07T21:16:59Z,"['forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'floor_plan', 'rental_property', 'investment_opportunity']",4260-Louisburg-Rd_Raleigh_NC_27604_M59686-47780,for_sale,2022-03-29T14:42:30Z,,"[{'name': 'Linda Craft & Team, Realtors', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/2d274232f7597c1329c25237adc60b5al-m1779026161s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/2d274232f7597c1329c25237adc60b5al-m3460419254s-w1024_h768.jpg'}]",,1100000,False,5968647780,,"[{'type': None, 'href': 'https://view.paradym.com/idx/4260-Louisburg-Road-Raleigh-NC-27604/4713721/prt/20'}]",2941575131,,https://ap.rdcpix.com/2d274232f7597c1329c25237adc60b5al-m1779026161s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,A722F90E5F9E9277547766513B9F48E9,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1963.0,,2006-09-28,281500.0,4.0,,,,,4.0,,,,,8.0,multi_family,27604,North Carolina,-78.577073,35.84066,Raleigh,NC,4260 Louisburg Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4260%20Louisburg%20Rd%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=QeWmEt7nm48NRrYchqOfDH4dORM=,37183,Wake,"[{'listing_id': '2941575131', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
32,2022-04-13T23:02:08Z,"['community_clubhouse', 'community_outdoor_space', 'community_security_features', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch']",1809-Banbury-Rd_Raleigh_NC_27608_M66750-31759,for_sale,2022-03-28T17:52:12Z,,"[{'name': 'Berkshire Hathaway Homeservices Ysu', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/5d0ecee7b0e07be5390eb6fe9b1c1496l-m513426238s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/5d0ecee7b0e07be5390eb6fe9b1c1496l-m2144398988s-w1024_h768.jpg'}]",,1575000,False,6675031759,,,2941553032,75000.0,https://ap.rdcpix.com/5d0ecee7b0e07be5390eb6fe9b1c1496l-m513426238s-w1024_h768.jpg,[{'office_name': 'Berkshire Hathaway HomeServices YSU'}],TANC,,,mls,D802F321B4223A590060138ADCE5870C,,,,True,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2006.0,,2006-08-14,986000.0,4.0,,1.0,11326.0,4833.0,5.0,,,2.0,2.0,5.0,single_family,27608,North Carolina,-78.668677,35.811274,Raleigh,NC,1809 Banbury Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1809%20Banbury%20Rd%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=cXwckng2Xnb-ZHxlOjbXBQ7m_oA=,37183,Wake,"[{'listing_id': '2941553032', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
33,2022-03-27T21:29:00Z,"['central_air', 'community_elevator', 'community_outdoor_space', 'den_or_office', 'disability_features', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'elevator', 'medicalcare', 'shopping']",4429-Harbourgate-Dr_Raleigh_NC_27612_M52213-14459,for_sale,2022-03-27T21:30:26Z,,"[{'name': 'Keller Williams Legacy', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/6bca43c0efe038e552f5867ea0e80b22l-m749801813s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/6bca43c0efe038e552f5867ea0e80b22l-m1269458456s-w1024_h768.jpg'}]",,950000,False,5221314459,,,2941535117,,https://ap.rdcpix.com/6bca43c0efe038e552f5867ea0e80b22l-m749801813s-w1024_h768.jpg,[{'office_name': 'Keller Williams Legacy'}],TANC,,,mls,24BE8F567AA67BBC33EDED218B15E3BC,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2003.0,,2003-12-05,739500.0,3.0,,1.0,17424.0,4219.0,4.0,,,2.0,2.0,4.0,single_family,27612,North Carolina,-78.716297,35.828046,Raleigh,NC,4429 Harbourgate Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4429%20Harbourgate%20Dr%2C%20Raleigh%2C%20NC%2027612&size=640x480&source=outdoor&signature=cCkGZcUvCVLqq2kR7Tc8_pgUWOc=,37183,Wake,"[{'listing_id': '2941535117', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
34,2022-04-02T11:56:03Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'front_porch']",216-Hillcrest-Rd_Raleigh_NC_27605_M50161-69664,for_sale,2022-03-27T12:38:54Z,,"[{'name': 'Allen Tate Realtors-Raleigh-Glenwood', 'photo': 'https://ap.rdcpix.com/569826821/06fa19acf2f47170ca75a347468039abg-c0s.jpg', 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/3d50ca6ae025af00271f12604804a3dbl-m1575065146s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/3d50ca6ae025af00271f12604804a3dbl-m1220165668s-w1024_h768.jpg'}]",,995000,False,5016169664,,,2941531573,,https://ap.rdcpix.com/3d50ca6ae025af00271f12604804a3dbl-m1575065146s-w1024_h768.jpg,[{'office_name': 'Allen Tate/Raleigh-Glenwood'}],TANC,,,mls,F2DB6C0425FB66120D7E6694F0436B34,,,,,,,False,,,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,1910.0,,1989-11-02,173000.0,2.0,,1.0,9583.0,2383.0,3.0,,,,2.0,4.0,single_family,27605,North Carolina,-78.655737,35.785411,Raleigh,NC,216 Hillcrest Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=216%20Hillcrest%20Rd%2C%20Raleigh%2C%20NC%2027605&size=640x480&source=outdoor&signature=0kNwSDXvTfwDK5Beex3QoK8Un-o=,37183,Wake,"[{'listing_id': '2941531573', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
35,2022-03-29T21:37:19Z,"['community_golf', 'community_outdoor_space', 'den_or_office', 'fireplace', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'updated_kitchen', 'master_bathroom', 'wine_cellar', 'new_roof', 'golf_course']",9116-Winged-Thistle-Ct_Raleigh_NC_27617_M53822-96513,for_sale,2022-03-25T14:38:17Z,,"[{'name': 'Keller Williams Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/d3f93ed1945ad940fa7d87566bb1fd0al-m775392671s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/d3f93ed1945ad940fa7d87566bb1fd0al-m2614095383s-w1024_h768.jpg'}]",,1800000,False,5382296513,,,2941485699,,https://ap.rdcpix.com/d3f93ed1945ad940fa7d87566bb1fd0al-m775392671s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,6E0602D5F05568D8A6CCE2121883B23F,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2000.0,,2004-12-29,755000.0,6.0,,2.0,25700.0,6693.0,8.0,,,3.0,3.0,6.0,single_family,27617,North Carolina,-78.794271,35.909822,Raleigh,NC,9116 Winged Thistle Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9116%20Winged%20Thistle%20Ct%2C%20Raleigh%2C%20NC%2027617&size=640x480&source=outdoor&signature=XcOTE001a4ierWPEFQ34OpyN4zw=,37183,Wake,"[{'listing_id': '2941485699', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
36,2022-03-30T17:11:47Z,"['community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard']",2113-Cowper-Dr_Raleigh_NC_27608_M60047-96447,for_sale,2022-03-25T13:55:12Z,,"[{'name': 'Berkshire Hathaway Homeservices Ysu', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/2a150ec3dd401c1d619c2ad3054102a7l-m395788688s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/2a150ec3dd401c1d619c2ad3054102a7l-m2511335654s-w1024_h768.jpg'}]",,1705000,False,6004796447,,,2941484274,,https://ap.rdcpix.com/2a150ec3dd401c1d619c2ad3054102a7l-m395788688s-w1024_h768.jpg,[{'office_name': 'Berkshire Hathaway HomeServices YSU'}],TANC,,,mls,EC883E6E7083233138F45BFB8B878A4B,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2006.0,,2007-04-30,1165000.0,4.0,,1.0,14375.0,4608.0,5.0,,,2.0,3.0,5.0,single_family,27608,North Carolina,-78.652319,35.809265,Raleigh,NC,2113 Cowper Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2113%20Cowper%20Dr%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=vEaWDQjieagzYUDtis6mAyw-KNU=,37183,Wake,"[{'listing_id': '2941484274', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
37,2022-04-04T12:14:54Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'fireplace', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'high_ceiling']",1517-Iredell-Dr_Raleigh_NC_27608_M63534-04818,for_sale,2022-03-25T04:05:23Z,,"[{'name': 'Fonville Morisey/Lochmere Sales Office', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/cdcf844531d88f27fe5ea42af05de045l-m1289584506s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/cdcf844531d88f27fe5ea42af05de045l-m318494197s-w1024_h768.jpg'}]",,1975000,False,6353404818,,,2941475644,125000.0,https://ap.rdcpix.com/cdcf844531d88f27fe5ea42af05de045l-m1289584506s-w1024_h768.jpg,[{'office_name': 'Fonville Morisey/Lochmere Sales Office'}],TANC,,,mls,18384EF627FFB285E5ACDEC490484E8C,,,,True,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2012.0,,2018-05-14,1400000.0,3.0,,2.0,13504.0,4669.0,5.0,,,,2.0,4.0,single_family,27608,North Carolina,-78.650466,35.799664,Raleigh,NC,1517 Iredell Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1517%20Iredell%20Dr%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=I2XOasvj93WpyKlJbRb0-IjKQWk=,37183,Wake,"[{'listing_id': '2941475644', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '637586046', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '625350718', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '612357594', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '601597502', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,
38,2022-04-09T14:04:58Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'community_tennis_court', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'wooded_land', 'big_lot', 'tennis']",9805-Pentland-Ct_Raleigh_NC_27614_M61755-03506,for_sale,2022-03-24T22:26:32Z,,"[{'name': ""Hodge & Kittrell Sotheby's International Realty"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/f6fbe73605ae7865a0851812bb133e6cl-b629534823s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/f6fbe73605ae7865a0851812bb133e6cl-b3778750414s-w1024_h768.jpg'}]",,975000,False,6175503506,,,2941464643,,https://ap.rdcpix.com/f6fbe73605ae7865a0851812bb133e6cl-b629534823s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,887E4EC927615E2F704AB51DBF04F5A5,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1988.0,,1989-05-02,255000.0,4.0,,1.0,80586.0,5103.0,5.0,,,2.0,2.0,5.0,single_family,27614,North Carolina,-78.610075,35.91625,Raleigh,NC,9805 Pentland Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9805%20Pentland%20Ct%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=Jq6mWkPCYoF_iSTRaLfxjqpJxDc=,37183,Wake,"[{'listing_id': '2941464643', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2919780434', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '651530870', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '643695982', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '628016170', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '626505694', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '616935686', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '612923638', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,
39,2022-03-24T18:12:23Z,"['carport', 'central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'disability_features', 'energy_efficient', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'updated_kitchen', 'coffer_ceiling', 'big_lot']",1800-Saint-Marys-St_Raleigh_NC_27608_M54006-06870,for_sale,2022-03-24T18:17:15Z,,"[{'name': 'CB Advantage-(Raleigh Office)', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/ec9659b96e841850b597c589acfbc795l-m3495905965s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/ec9659b96e841850b597c589acfbc795l-m3686381076s-w1024_h768.jpg'}]",,1599000,False,5400606870,,,2941450735,,https://ap.rdcpix.com/ec9659b96e841850b597c589acfbc795l-m3495905965s-w1024_h768.jpg,[{'office_name': 'Coldwell Banker Advantage'}],TANC,,,mls,096BEF69C32BCEBB7A68605E73B66635,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1928.0,,2004-06-29,680000.0,2.0,,1.0,13939.0,3997.0,3.0,,,,2.0,4.0,single_family,27608,North Carolina,-78.65337,35.803036,Raleigh,NC,1800 Saint Marys St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1800%20Saint%20Marys%20St%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=nU4zbsrvUwYawkyXKpvrixQatk0=,37183,Wake,"[{'listing_id': '2941450735', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
40,2022-04-01T15:25:50Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'spa_or_hot_tub', 'community_swimming_pool', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'updated_kitchen', 'coffer_ceiling']",1224-Prairie-Pond-Cir-9630_Raleigh_NC_27614_M52899-67955,for_sale,2022-03-24T13:55:07Z,,"[{'name': ""Carolina's Choice Real Estate"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/439559a8ed21a07f1f57484a33c2d656l-m3410608422s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/439559a8ed21a07f1f57484a33c2d656l-m2007807157s-w1024_h768.jpg'}]",,1000000,False,5289967955,,,2941439839,,https://ap.rdcpix.com/439559a8ed21a07f1f57484a33c2d656l-m3410608422s-w1024_h768.jpg,"[{'office_name': ""Carolina's Choice Real Estate""}]",TANC,,,mls,653AE5A3C8522BCD0026958805CFDE20,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2006.0,,2006-05-05,770000.0,4.0,,1.0,43560.0,4284.0,5.0,,,3.0,2.0,5.0,single_family,27614,North Carolina,-78.667954,35.976402,Raleigh,NC,1224 Prairie Pond Cir,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1224%20Prairie%20Pond%20Cir%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=ym71FweDPSYyCB8CVs3OhXCNXI0=,37183,Wake,"[{'listing_id': '2941439839', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
41,2022-03-28T19:34:39Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'disability_features', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gourmet_kitchen', 'big_lot', 'new_roof', 'groundscare']",6732-Greywalls-Ln_Raleigh_NC_27614_M64424-16707,for_sale,2022-03-23T15:18:05Z,,"[{'name': 'DASH Carolina', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/625f8e1d73bf5e96c3f4f638c854c25dl-m1056431332s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/625f8e1d73bf5e96c3f4f638c854c25dl-m4262709610s-w1024_h768.jpg'}]",,2750000,False,6442416707,,,2941405019,,https://ap.rdcpix.com/625f8e1d73bf5e96c3f4f638c854c25dl-m1056431332s-w1024_h768.jpg,[{'office_name': 'DASH Carolina'}],TANC,,,mls,10E60465DBE26DB65B27B80B37721C93,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1996.0,,2020-03-02,1082000.0,5.0,,1.0,149846.0,7427.0,6.0,,,3.0,2.0,5.0,single_family,27614,North Carolina,-78.6203,35.934322,Raleigh,NC,6732 Greywalls Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6732%20Greywalls%20Ln%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=BqJG47AC60e6S6R4o3azth3zLD4=,37183,Wake,"[{'listing_id': '2941405019', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2934946563', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2926504918', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2925944862', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2924210839', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2922702772', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2269530950', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '637462866', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '627722438', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,
42,2022-03-22T22:30:41Z,['view'],1508-Caswell-St_Raleigh_NC_27608_M94959-15465,for_sale,2022-03-22T22:33:23Z,,"[{'name': ""Hodge & Kittrell Sotheby's International Realty"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/55e5372792d2ed19633c60a78b4f736bl-m1687635201s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/55e5372792d2ed19633c60a78b4f736bl-m1710069526s-w1024_h768.jpg'}]",,1200000,False,9495915465,,,2941389979,,https://ap.rdcpix.com/55e5372792d2ed19633c60a78b4f736bl-m1687635201s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,8E55AD2507CE843557F8D643484E989B,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2022-02-18,1100000.0,,,,11892.0,,0.0,,,,,,land,27608,North Carolina,-78.64724825,35.799189267,Raleigh,NC,1508 Caswell St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1508%20Caswell%20St%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=Q63g-SbpbK00h9LP6Nc2sppIHuc=,37183,Wake,"[{'listing_id': '2941389979', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,
43,2022-04-13T14:01:54Z,"['central_air', 'community_clubhouse', 'community_golf', 'community_outdoor_space', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'game_room', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'master_suite', 'library', 'big_lot', 'clubhouse']",3601-Alamance-Dr_Raleigh_NC_27609_M58366-52514,for_sale,2022-03-21T17:47:32Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/bdebf102555b4b624a67a17ec9bf30bbl-m2784710455s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/bdebf102555b4b624a67a17ec9bf30bbl-m1830949928s-w1024_h768.jpg'}]",,4500000,False,5836652514,,,2941341075,,https://ap.rdcpix.com/bdebf102555b4b624a67a17ec9bf30bbl-m2784710455s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,0834D86318420F2429F73375EB66B911,True,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,1987-08-10,250000.0,5.0,,2.0,67954.0,7337.0,7.0,,,5.0,2.0,4.0,single_family,27609,North Carolina,-78.662978,35.833191,Raleigh,NC,3601 Alamance Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3601%20Alamance%20Dr%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=ePGn0uxu_m35W-tA0_jLn1IPsGI=,37183,Wake,"[{'listing_id': '2941341075', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2937549560', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,
44,2022-04-09T16:31:04Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'new_construction', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'screen_porch', 'big_lot', 'elevator']",3415-Turnbridge-Dr_Raleigh_NC_27609_M94650-66432,for_sale,2022-03-18T18:57:58Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/43d4815cc481ec6b58123991fabe46a6l-m1489879154s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/43d4815cc481ec6b58123991fabe46a6l-m3586790339s-w1024_h768.jpg'}]",,2100000,False,9465066432,,,2941290516,,https://ap.rdcpix.com/43d4815cc481ec6b58123991fabe46a6l-m1489879154s-w1024_h768.jpg,[{'office_name': 'Howard Perry & Walston Realtor'}],TANC,,,mls,D725BC7BBABB95923D75EE2E4C16EADA,True,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,2021-04-20,800000.0,5.0,,1.0,18077.0,5562.0,6.0,,,3.0,2.0,5.0,single_family,27609,North Carolina,-78.640541,35.82752,Raleigh,NC,3415 Turnbridge Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3415%20Turnbridge%20Dr%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=t6EKCe24YbgpKnLiNHCOm0hgUHQ=,37183,Wake,"[{'listing_id': '2941290516', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2932278866', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,
