,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,primary_photo.href,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,tax_record,primary_photo
57,2022-02-27T19:38:54Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'den_or_office', 'disability_features', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'master_suite']",414-Yarmouth-Rd_Raleigh_NC_27608_M65133-42019,for_sale,2022-02-25T13:22:27Z,,"[{'name': 'Fonville Morisey/Inside the Beltline Office', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/77becbf2b258df81f6fa3b7fad10e13cl-m620535585s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/77becbf2b258df81f6fa3b7fad10e13cl-m3413855779s-w1024_h768.jpg'}]",,2175000,False,6513342019,,"[{'type': None, 'href': 'https://www.seetheproperty.com/u/406824'}]",2940624071,,https://ap.rdcpix.com/77becbf2b258df81f6fa3b7fad10e13cl-m620535585s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,B4867734F84567DA30AD7385DBFC98FA,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1952.0,,2018-07-27,1245000.0,3.0,,1.0,20038.0,5500.0,4.0,,,2.0,2.0,5.0,single_family,27608,North Carolina,-78.665324,35.819464,Raleigh,NC,414 Yarmouth Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=414%20Yarmouth%20Rd%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=STCrU_MMGGbwI9GT9wvVZAMxFus=,37183,Wake,"[{'listing_id': '2940624071', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '639627934', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
58,2022-03-03T21:44:46Z,"['central_air', 'community_outdoor_space', 'den_or_office', 'energy_efficient', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'master_suite', 'ensuite']",317-W-Morgan-St-Apt-400_Raleigh_NC_27601_M63050-32738,for_sale,2022-02-17T13:08:13Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/26f1d8aee0e724e0d9e32ce87047cf3al-m1049830354s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/26f1d8aee0e724e0d9e32ce87047cf3al-m1151004263s-w1024_h768.jpg'}]",,1325000,False,6305032738,,,2940306540,,https://ap.rdcpix.com/26f1d8aee0e724e0d9e32ce87047cf3al-m1049830354s-w1024_h768.jpg,[{'office_name': 'Howard Perry & Walston Realtor'}],TANC,,,mls,C8C8A6200722E835A253C5BA77CA504B,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2004.0,,2021-03-08,860000.0,3.0,,,,3032.0,3.0,condo,,2.0,1.0,3.0,condos,27601,North Carolina,-78.644005,35.779434,Raleigh,NC,317 W Morgan St Apt 400,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=317%20W%20Morgan%20St%20Apt%20400%2C%20Raleigh%2C%20NC%2027601&size=640x480&source=outdoor&signature=sJEh5aU6-8v2Aq9FpbN7-wQ8ZIg=,37183,Wake,"[{'listing_id': '2940306540', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2915497758', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '604125794', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '580345970', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '574826570', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '568076482', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '568076278', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '559092402', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '562211534', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '550680506', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '549436846', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '540448954', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
59,2022-04-04T18:31:31Z,"['central_air', 'community_outdoor_space', 'corner_lot', 'den_or_office', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'fenced_yard', 'high_ceiling']",550-E-Edenton-St_Raleigh_NC_27601_M56548-80619,for_sale,2022-02-15T19:40:55Z,,"[{'name': 'Glenwood Agency, LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/d1d5b296ccb96f1aeef51b6211ab62d2l-m561581361s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/d1d5b296ccb96f1aeef51b6211ab62d2l-m3441283150s-w1024_h768.jpg'}]",,1869000,False,5654880619,,,2940240362,31000.0,https://ap.rdcpix.com/d1d5b296ccb96f1aeef51b6211ab62d2l-m561581361s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,A6EE90E939804C8B42845B0A44F133C1,,,,False,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2008.0,,2006-03-23,75000.0,3.0,,1.0,6970.0,3732.0,4.0,,,2.0,2.0,4.0,single_family,27601,North Carolina,-78.629889,35.780668,Raleigh,NC,550 E Edenton St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=550%20E%20Edenton%20St%2C%20Raleigh%2C%20NC%2027601&size=640x480&source=outdoor&signature=hwRwspTq_Jvgh0ipi6M9pIlCMSU=,37183,Wake,"[{'listing_id': '2940240362', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2934742105', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
60,2022-04-18T17:36:32Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'coffer_ceiling', 'master_suite', 'media_room']",12501-Village-Springs-Rd_Raleigh_NC_27614_M55029-52966,for_sale,2022-02-11T20:16:00Z,,"[{'name': 'Integra Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/943b1d7639f68cdaa54e87d0eaec54e8l-m3085763788s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/943b1d7639f68cdaa54e87d0eaec54e8l-m656966514s-w1024_h768.jpg'}]",,1725000,True,5502952966,,,2939750666,,https://ap.rdcpix.com/943b1d7639f68cdaa54e87d0eaec54e8l-m3085763788s-w1024_h768.jpg,[{'office_name': 'Integra Realty'}],TANC,,,mls,980FA58D4781979C543EF87B538F7EC9,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2000.0,,2000-03-15,225000.0,5.0,,2.0,28750.0,9859.0,7.0,,,3.0,3.0,5.0,single_family,27614,North Carolina,-78.558848,35.952536,Raleigh,NC,12501 Village Springs Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12501%20Village%20Springs%20Rd%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=SUnTcBZXMvZo-VWziuhBqjfelYQ=,37183,Wake,"[{'listing_id': '2939750666', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '603862486', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '603988974', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '530967190', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '526727082', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '521848358', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '512855442', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '503320022', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '500802462', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
61,2022-03-07T21:41:20Z,"['central_air', 'community_outdoor_space', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",8510-Dunlee-Falls-Rd_Raleigh_NC_27613_M63404-82552,for_sale,2022-02-03T23:58:58Z,,"[{'name': 'Ninja Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/732ab4f9a503b3549dd639a26897d92al-m892550332s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/732ab4f9a503b3549dd639a26897d92al-m242966673s-w1024_h768.jpg'}]",,1100000,False,6340482552,,,2939801857,,https://ap.rdcpix.com/732ab4f9a503b3549dd639a26897d92al-m892550332s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,F2EE00CF7FD4AECA2DEEC50B4C782502,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1996.0,,2016-09-12,225000.0,2.0,,,441698.0,1215.0,2.0,,,12.0,2.0,2.0,single_family,27613,North Carolina,-78.710793,35.981892,Raleigh,NC,8510 Dunlee Falls Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8510%20Dunlee%20Falls%20Rd%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=uqD6AxP7AqAiZV64BZWpMlOk6e4=,37063,Durham,"[{'listing_id': '2939801857', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '618287730', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
62,2022-04-25T21:35:22Z,"['fireplace', 'hardwood_floors', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",3508-Leonard-St_Raleigh_NC_27607_M64725-95823,for_sale,2022-02-03T20:26:27Z,,"[{'name': 'HOMETOWNE REALTY - Raleigh', 'photo': 'https://ap.rdcpix.com/1032786838/8cc3c7223cf65219160d7da235b958a5o-c0s.jpg', 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/1b96a6164d8ab273c6323dd861d437afl-m3209723339s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/1b96a6164d8ab273c6323dd861d437afl-m516227408s-w1024_h768.jpg'}]",,1800000,False,6472595823,,,2939782459,,https://ap.rdcpix.com/1b96a6164d8ab273c6323dd861d437afl-m3209723339s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,6FAC9A385334301ACF6915D22CE1698C,True,,,,,,False,,,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,2022.0,,2021-11-05,450000.0,3.0,,1.0,12197.0,4250.0,4.0,,,2.0,2.0,4.0,single_family,27607,North Carolina,-78.686684,35.803664,Raleigh,NC,3508 Leonard St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3508%20Leonard%20St%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=m4TJf36cxbDzvRORQdj_4AKIsWk=,37183,Wake,"[{'listing_id': '2939782459', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
63,2022-02-02T15:54:13Z,"['central_air', 'community_outdoor_space', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_suite']",3419-Redbud-Ln_Raleigh_NC_27607_M54926-99237,for_sale,2022-02-02T15:57:48Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/d215fa013d8ce58c56c1eecafd842748l-m571468208s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/d215fa013d8ce58c56c1eecafd842748l-m1990996490s-w1024_h768.jpg'}]",,1675000,False,5492699237,,,2939718937,,https://ap.rdcpix.com/d215fa013d8ce58c56c1eecafd842748l-m571468208s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,0F20499C74D9B3D0A80BE7E17BC868B0,True,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,,,3.0,,1.0,13504.0,4021.0,4.0,,,2.0,2.0,4.0,single_family,27607,North Carolina,-78.682517,35.80199,Raleigh,NC,3419 Redbud Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3419%20Redbud%20Ln%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=jMvf3-afk7oVmgZJx-tY6ttciCg=,37183,Wake,"[{'listing_id': '2939718937', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
64,2022-05-05T13:17:22Z,"['community_outdoor_space', 'community_security_features', 'corner_lot', 'den_or_office', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'new_construction', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'cathedral_ceiling']",1419-Ridge-Rd_Raleigh_NC_27607_M65247-04983,for_sale,2022-01-26T20:55:04Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/973d4ae45161065835f48c7c70d5c074l-m2933145868s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/973d4ae45161065835f48c7c70d5c074l-m2577247050s-w1024_h768.jpg'}]",,1950000,False,6524704983,,,2939472180,,https://ap.rdcpix.com/973d4ae45161065835f48c7c70d5c074l-m2933145868s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,10FAA93A5CF994189B66744BF6557CD9,True,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,2021-09-09,575000.0,3.0,,1.0,18295.0,4474.0,4.0,,,4.0,2.0,5.0,single_family,27607,North Carolina,-78.686417,35.806686,Raleigh,NC,1419 Ridge Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1419%20Ridge%20Rd%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=qMeyJzow_JfMWzqtbJBlxeSiF0A=,37183,Wake,"[{'listing_id': '2939472180', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
65,2022-01-21T18:43:45Z,"['central_air', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'big_lot']",3704-Shadybrook-Dr_Raleigh_NC_27609_M52608-16022,for_sale,2022-01-21T18:48:55Z,,"[{'name': ""Hodge & Kittrell Sotheby's International Realty"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/b250e82af9eb922f0f16f8e607e3070dl-m2092483050s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/b250e82af9eb922f0f16f8e607e3070dl-m454933639s-w1024_h768.jpg'}]",,1395000,False,5260816022,,,2939308720,,https://ap.rdcpix.com/b250e82af9eb922f0f16f8e607e3070dl-m2092483050s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,83A71904B4B9051110126A446A39BCB3,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1965.0,,2021-10-29,1010000.0,2.0,,,24394.0,2701.0,2.0,,,,2.0,3.0,single_family,27609,North Carolina,-78.644071,35.831016,Raleigh,NC,3704 Shadybrook Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3704%20Shadybrook%20Dr%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=UZtb3f7eM-XR-77wbsYt7P3Q1M0=,37183,Wake,"[{'listing_id': '2939308720', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2937022688', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2935055605', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
66,2022-03-01T19:24:03Z,"['central_air', 'community_clubhouse', 'community_elevator', 'community_outdoor_space', 'den_or_office', 'disability_features', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'coffer_ceiling', 'elevator']",1416-Sky-Vista-Way_Raleigh_NC_27613_M93347-39305,for_sale,2022-01-11T18:15:26Z,,"[{'name': 'Fonville Morisey & Barefoot/Southern Hills Estates', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/124cac38c28c0ff246ad9221de5bec49l-m1288574137s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/124cac38c28c0ff246ad9221de5bec49l-m51395595s-w1024_h768.jpg'}]",,3500000,False,9334739305,,,2938857426,,https://ap.rdcpix.com/124cac38c28c0ff246ad9221de5bec49l-m1288574137s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,7BB4C3A4669467210E35C254F941B3A0,True,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,2021-03-24,398500.0,6.0,,2.0,44867.0,8941.0,8.0,,,4.0,2.0,4.0,single_family,27613,North Carolina,-78.689797,35.958667,Raleigh,NC,1416 Sky Vista Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1416%20Sky%20Vista%20Way%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=b1vhmkP3T2YmzeXMIbkIQNhFIyk=,37183,Wake,"[{'listing_id': '2938857426', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
67,2022-04-29T10:57:18Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'corner_lot', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gourmet_kitchen', 'floor_plan', 'screen_porch']",6200-Old-Miravalle-Ct-9_Raleigh_NC_27614_M94604-95844,for_sale,2021-12-17T22:53:15Z,,"[{'name': 'Fonville Morisey & Barefoot/Oak Park', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/cbfe704249effd311bb48b9f60f051f6l-m3948862612s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/cbfe704249effd311bb48b9f60f051f6l-m3975576932s-w1024_h768.jpg'}]",,1333000,False,9460495844,,,2938217255,,https://ap.rdcpix.com/cbfe704249effd311bb48b9f60f051f6l-m3948862612s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,,True,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,,,4.0,,1.0,57107.0,4166.0,5.0,,,4.0,2.0,5.0,single_family,27614,North Carolina,-78.675031,35.95119,Raleigh,NC,6200 Old Miravalle Ct Lot 9,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6200%20Old%20Miravalle%20Ct%20Lot%209%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=74Dw_uCJFRNzY9nEjnMsTO3GjDg=,37183,Wake,"[{'listing_id': '2938217255', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
68,2021-12-05T06:19:41Z,,3151-New-Bern-Ave_Raleigh_NC_27610_M90372-90451,for_sale,2021-12-05T06:20:48Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/668ab8415516b5cee64d03160ab5246bl-m4271833173s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/668ab8415516b5cee64d03160ab5246bl-m3112220924s-w1024_h768.jpg'}]",,10000000,False,9037290451,,,2937406320,,https://ap.rdcpix.com/668ab8415516b5cee64d03160ab5246bl-m4271833173s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,34BAC01DD09730E905C221C03782A218,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2000-02-24,585000.0,,,,213008.0,,0.0,,,,,,land,27610,North Carolina,-78.588,35.789707,Raleigh,NC,3151 New Bern Ave,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3151%20New%20Bern%20Ave%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=QT6k4WUb_IRFztluwmBtSQ6kwmQ=,37183,Wake,"[{'listing_id': '2937406320', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
69,2022-02-09T16:59:17Z,['corner_lot'],6612-Holly-Springs-Rd_Raleigh_NC_27606_M98665-01097,for_sale,2021-11-22T18:54:01Z,,"[{'name': 'RE/MAX United', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c282980e98b5a995134e5a223ad5a960l-m2205441384s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c282980e98b5a995134e5a223ad5a960l-m4183038196s-w1024_h768.jpg'}]",,1275000,False,9866501097,,,2937031153,,https://ap.rdcpix.com/c282980e98b5a995134e5a223ad5a960l-m2205441384s-w1024_h768.jpg,"[{'office_name': 'RE/MAX United'}, {'office_name': None}]",TANC,,,mls,6815462E56EDD0CABCE0532890FB3510,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,,,,,,194713.0,,0.0,,,,,,land,27606,North Carolina,-78.74504761,35.738019536,Raleigh,NC,6612 Holly Springs Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6612%20Holly%20Springs%20Rd%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=QmSKWvFWKTYn04i2GWx_DXryrKo=,37183,Wake,"[{'listing_id': '2937031153', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
70,2022-01-17T20:00:08Z,"['horse_facilities', 'single_story', 'rental_property', 'big_lot', 'farm', 'ranch']",6005-Stancil-Farm-Rd_Raleigh_NC_27603_M62637-72246,for_sale,2021-10-14T16:47:08Z,,"[{'name': 'FATHOM REALTY', 'photo': None, 'type': 'Office'}]",,,2300000,False,6263772246,,,2935539336,,,"[{'office_name': None}, {'office_name': None}]",TANC,,,mls,191185508516E36529C95C1499468DBA,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,,,,,,1742400.0,,0.0,,,,,,land,27603,North Carolina,-78.615183,35.619888,Raleigh,NC,6005 Stancil Farm Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6005%20Stancil%20Farm%20Rd%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=7w6CcDkFeG4eAdvFouqGrjeTKss=,37183,Wake,"[{'listing_id': '2935539336', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
71,2022-02-10T20:39:31Z,"['community_clubhouse', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'open_kitchen']",6221-Old-Miravalle-Ct-4_Raleigh_NC_27614_M90278-58259,for_sale,2021-10-14T14:19:01Z,,"[{'name': 'Fonville Morisey & Barefoot/Oak Park', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e981daea071d9307416885cbd398519fl-m3361093535s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e981daea071d9307416885cbd398519fl-m3948862612s-w1024_h768.jpg'}]",,1195000,False,9027858259,,,2935531654,,https://ap.rdcpix.com/e981daea071d9307416885cbd398519fl-m3361093535s-w1024_h768.jpg,[{'office_name': 'Fonville Morisey & Barefoot/Stoneridge Place'}],TANC,,,mls,,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,3.0,,1.0,55844.0,3784.0,4.0,,,3.0,2.0,4.0,single_family,27614,North Carolina,-78.673707,35.952944,Raleigh,NC,6221 Old Miravalle Ct Lot 4,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6221%20Old%20Miravalle%20Ct%20Lot%204%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=C8ywl6UHIAcFWnxMJUAg5xx1i_M=,37183,Wake,"[{'listing_id': '2935531654', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2935030623', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,
72,2022-01-27T15:23:48Z,"['lake_view', 'view', 'water_view', 'single_story', 'wooded_land', 'big_lot', 'farm', 'pond']",6301-Stancil-Farm-Rd_Raleigh_NC_27603_M91948-33249,for_sale,2021-10-14T14:00:58Z,,"[{'name': 'Fonville Morisey/Inside the Beltline Office', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/4051cfbb30be3e769b8c6654898ec63fl-m2712881172s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/4051cfbb30be3e769b8c6654898ec63fl-m2927902188s-w1024_h768.jpg'}]",,2346030,False,9194833249,,,2935530985,,https://ap.rdcpix.com/4051cfbb30be3e769b8c6654898ec63fl-m2712881172s-w1024_h768.jpg,"[{'office_name': 'Fonville Morisey/Inside the Be'}, {'office_name': None}]",TANC,,,mls,F16D9AF0132FFDB8C924E07599BAFEB1,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,,,,,,,,1858270.0,,0.0,,,,,,farm,27603,North Carolina,-78.61419,35.617649,Raleigh,NC,6301 Stancil Farm Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6301%20Stancil%20Farm%20Rd%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=mOb51nvoCXIZAh41qEBy2kTecZo=,37183,Wake,"[{'listing_id': '2935530985', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,
